"No.","Time","Source","Destination","Protocol","Length","Info","Channel","Signal Strength","TCP Payload Size","Packet Size"
"152","22.147408","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=193 Ack=2341 Win=3666 Len=0 TSval=97763427 TSecr=348709557","","","0","66"
"153","22.147415","172.16.254.2","172.16.254.4","TCP","78","30303  >  50700 [PSH, ACK] Seq=2341 Ack=193 Win=501 Len=12 TSval=348709557 TSecr=97763427","","","12","78"
"154","22.147416","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=193 Ack=2353 Win=3666 Len=0 TSval=97763427 TSecr=348709557","","","0","66"
"155","22.147425","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=2353 Ack=193 Win=501 Len=16 TSval=348709557 TSecr=97763427","","","16","82"
"156","22.147426","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=193 Ack=2369 Win=3666 Len=0 TSval=97763427 TSecr=348709557","","","0","66"
"157","22.147477","172.16.254.4","172.16.254.2","TCP","98","50700  >  30303 [PSH, ACK] Seq=193 Ack=2369 Win=3666 Len=32 TSval=97763427 TSecr=348709557","","","32","98"
"158","22.147492","172.16.254.4","172.16.254.2","TCP","67","50700  >  30303 [PSH, ACK] Seq=225 Ack=2369 Win=3666 Len=1 TSval=97763427 TSecr=348709557","","","1","67"
"159","22.147498","172.16.254.4","172.16.254.2","TCP","69","50700  >  30303 [PSH, ACK] Seq=226 Ack=2369 Win=3666 Len=3 TSval=97763427 TSecr=348709557","","","3","69"
"160","22.147505","172.16.254.4","172.16.254.2","TCP","78","50700  >  30303 [PSH, ACK] Seq=229 Ack=2369 Win=3666 Len=12 TSval=97763427 TSecr=348709557","","","12","78"
"161","22.147514","172.16.254.4","172.16.254.2","TCP","82","50700  >  30303 [PSH, ACK] Seq=241 Ack=2369 Win=3666 Len=16 TSval=97763427 TSecr=348709557","","","16","82"
"162","22.147533","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=2369 Ack=257 Win=501 Len=0 TSval=348709557 TSecr=97763427","","","0","66"
"163","23.666892","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=2369 Ack=257 Win=501 Len=32 TSval=348711076 TSecr=97763427","","","32","98"
"164","23.666909","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=2401 Win=3666 Len=0 TSval=97764946 TSecr=348711076","","","0","66"
"165","23.666926","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=2401 Ack=257 Win=501 Len=1 TSval=348711076 TSecr=97764946","","","1","67"
"166","23.666928","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=2402 Win=3666 Len=0 TSval=97764946 TSecr=348711076","","","0","66"
"167","23.666947","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=2402 Ack=257 Win=501 Len=298 TSval=348711077 TSecr=97764946","","","298","364"
"168","23.666949","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=2700 Win=3666 Len=0 TSval=97764947 TSecr=348711077","","","0","66"
"169","23.666958","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=2700 Ack=257 Win=501 Len=5 TSval=348711077 TSecr=97764947","","","5","71"
"170","23.666959","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=2705 Win=3666 Len=0 TSval=97764947 TSecr=348711077","","","0","66"
"171","23.666970","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=2705 Ack=257 Win=501 Len=16 TSval=348711077 TSecr=97764947","","","16","82"
"172","23.666971","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=2721 Win=3666 Len=0 TSval=97764947 TSecr=348711077","","","0","66"
"173","25.934179","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=2721 Ack=257 Win=501 Len=32 TSval=348713344 TSecr=97764947","","","32","98"
"174","25.934187","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=2753 Win=3666 Len=0 TSval=97767214 TSecr=348713344","","","0","66"
"175","25.934214","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=2753 Ack=257 Win=501 Len=1 TSval=348713344 TSecr=97767214","","","1","67"
"176","25.934216","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=2754 Win=3666 Len=0 TSval=97767214 TSecr=348713344","","","0","66"
"177","25.934226","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=2754 Ack=257 Win=501 Len=298 TSval=348713344 TSecr=97767214","","","298","364"
"178","25.934228","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3052 Win=3666 Len=0 TSval=97767214 TSecr=348713344","","","0","66"
"179","25.934237","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=3052 Ack=257 Win=501 Len=5 TSval=348713344 TSecr=97767214","","","5","71"
"180","25.934238","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3057 Win=3666 Len=0 TSval=97767214 TSecr=348713344","","","0","66"
"181","25.934248","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=3057 Ack=257 Win=501 Len=16 TSval=348713344 TSecr=97767214","","","16","82"
"182","25.934249","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3073 Win=3666 Len=0 TSval=97767214 TSecr=348713344","","","0","66"
"183","27.368167","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=3073 Ack=257 Win=501 Len=32 TSval=348714778 TSecr=97767214","","","32","98"
"184","27.368174","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3105 Win=3666 Len=0 TSval=97768648 TSecr=348714778","","","0","66"
"185","27.368200","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=3105 Ack=257 Win=501 Len=1 TSval=348714778 TSecr=97768648","","","1","67"
"186","27.368203","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3106 Win=3666 Len=0 TSval=97768648 TSecr=348714778","","","0","66"
"187","27.368213","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=3106 Ack=257 Win=501 Len=298 TSval=348714778 TSecr=97768648","","","298","364"
"188","27.368214","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3404 Win=3666 Len=0 TSval=97768648 TSecr=348714778","","","0","66"
"189","27.368223","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=3404 Ack=257 Win=501 Len=5 TSval=348714778 TSecr=97768648","","","5","71"
"190","27.368225","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3409 Win=3666 Len=0 TSval=97768648 TSecr=348714778","","","0","66"
"191","27.368236","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=3409 Ack=257 Win=501 Len=16 TSval=348714778 TSecr=97768648","","","16","82"
"192","27.368237","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3425 Win=3666 Len=0 TSval=97768648 TSecr=348714778","","","0","66"
"193","29.475502","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=3425 Ack=257 Win=501 Len=32 TSval=348716885 TSecr=97768648","","","32","98"
"194","29.475509","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3457 Win=3666 Len=0 TSval=97770755 TSecr=348716885","","","0","66"
"195","29.475540","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=3457 Ack=257 Win=501 Len=1 TSval=348716885 TSecr=97770755","","","1","67"
"196","29.475543","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3458 Win=3666 Len=0 TSval=97770755 TSecr=348716885","","","0","66"
"197","29.475558","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=3458 Ack=257 Win=501 Len=298 TSval=348716885 TSecr=97770755","","","298","364"
"198","29.475560","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3756 Win=3666 Len=0 TSval=97770755 TSecr=348716885","","","0","66"
"199","29.475571","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=3756 Ack=257 Win=501 Len=5 TSval=348716885 TSecr=97770755","","","5","71"
"200","29.475572","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3761 Win=3666 Len=0 TSval=97770755 TSecr=348716885","","","0","66"
"201","29.475582","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=3761 Ack=257 Win=501 Len=16 TSval=348716885 TSecr=97770755","","","16","82"
"202","29.475584","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3777 Win=3666 Len=0 TSval=97770755 TSecr=348716885","","","0","66"
"203","30.485358","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=3777 Ack=257 Win=501 Len=32 TSval=348717895 TSecr=97770755","","","32","98"
"204","30.485365","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3809 Win=3666 Len=0 TSval=97771765 TSecr=348717895","","","0","66"
"205","30.485391","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=3809 Ack=257 Win=501 Len=1 TSval=348717895 TSecr=97771765","","","1","67"
"206","30.485400","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=3810 Win=3666 Len=0 TSval=97771765 TSecr=348717895","","","0","66"
"207","30.485415","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=3810 Ack=257 Win=501 Len=298 TSval=348717895 TSecr=97771765","","","298","364"
"208","30.485416","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4108 Win=3666 Len=0 TSval=97771765 TSecr=348717895","","","0","66"
"209","30.485426","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=4108 Ack=257 Win=501 Len=5 TSval=348717895 TSecr=97771765","","","5","71"
"210","30.485427","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4113 Win=3666 Len=0 TSval=97771765 TSecr=348717895","","","0","66"
"211","30.485437","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=4113 Ack=257 Win=501 Len=16 TSval=348717895 TSecr=97771765","","","16","82"
"212","30.485438","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4129 Win=3666 Len=0 TSval=97771765 TSecr=348717895","","","0","66"
"213","34.739398","172.16.254.1","172.16.254.4","TCP","74","57028  >  8545 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=2834240737 TSecr=0 WS=128","","","0","74"
"214","34.739445","172.16.254.4","172.16.254.1","TCP","74","8545  >  57028 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1035316800 TSecr=2834240737 WS=128","","","0","74"
"215","34.739467","172.16.254.1","172.16.254.4","TCP","66","57028  >  8545 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2834240737 TSecr=1035316800","","","0","66"
"216","34.739590","172.16.254.1","172.16.254.4","HTTP/JSON","360","POST / HTTP/1.1 , JSON (application/json)","","","294","360"
"217","34.739598","172.16.254.4","172.16.254.1","TCP","66","8545  >  57028 [ACK] Seq=1 Ack=295 Win=64896 Len=0 TSval=1035316800 TSecr=2834240737","","","0","66"
"218","34.740436","172.16.254.4","172.16.254.1","HTTP/JSON","245","HTTP/1.1 200 OK , JSON (application/json)","","","179","245"
"219","34.740454","172.16.254.1","172.16.254.4","TCP","66","57028  >  8545 [ACK] Seq=295 Ack=180 Win=65408 Len=0 TSval=2834240738 TSecr=1035316801","","","0","66"
"220","34.740882","172.16.254.1","172.16.254.4","TCP","66","57028  >  8545 [FIN, ACK] Seq=295 Ack=180 Win=65536 Len=0 TSval=2834240738 TSecr=1035316801","","","0","66"
"221","34.740971","172.16.254.4","172.16.254.1","TCP","66","8545  >  57028 [FIN, ACK] Seq=180 Ack=296 Win=64896 Len=0 TSval=1035316802 TSecr=2834240738","","","0","66"
"222","34.740995","172.16.254.1","172.16.254.4","TCP","66","57028  >  8545 [ACK] Seq=296 Ack=181 Win=65536 Len=0 TSval=2834240739 TSecr=1035316802","","","0","66"
"223","35.553088","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=4129 Ack=257 Win=501 Len=32 TSval=348722963 TSecr=97771765","","","32","98"
"224","35.553101","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4161 Win=3666 Len=0 TSval=97776833 TSecr=348722963","","","0","66"
"225","35.553136","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=4161 Ack=257 Win=501 Len=1 TSval=348722963 TSecr=97776833","","","1","67"
"226","35.553138","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4162 Win=3666 Len=0 TSval=97776833 TSecr=348722963","","","0","66"
"227","35.553157","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=4162 Ack=257 Win=501 Len=298 TSval=348722963 TSecr=97776833","","","298","364"
"228","35.553159","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4460 Win=3666 Len=0 TSval=97776833 TSecr=348722963","","","0","66"
"229","35.553174","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=4460 Ack=257 Win=501 Len=5 TSval=348722963 TSecr=97776833","","","5","71"
"230","35.553177","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4465 Win=3666 Len=0 TSval=97776833 TSecr=348722963","","","0","66"
"231","35.553238","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=4465 Ack=257 Win=501 Len=16 TSval=348722963 TSecr=97776833","","","16","82"
"232","35.553240","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4481 Win=3666 Len=0 TSval=97776833 TSecr=348722963","","","0","66"
"233","36.129796","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=4481 Ack=257 Win=501 Len=32 TSval=348723539 TSecr=97776833","","","32","98"
"234","36.129805","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4513 Win=3666 Len=0 TSval=97777409 TSecr=348723539","","","0","66"
"235","36.129834","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=4513 Ack=257 Win=501 Len=1 TSval=348723539 TSecr=97777409","","","1","67"
"236","36.129837","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4514 Win=3666 Len=0 TSval=97777409 TSecr=348723539","","","0","66"
"237","36.129856","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=4514 Ack=257 Win=501 Len=298 TSval=348723539 TSecr=97777409","","","298","364"
"238","36.129858","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4812 Win=3666 Len=0 TSval=97777409 TSecr=348723539","","","0","66"
"239","36.129868","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=4812 Ack=257 Win=501 Len=5 TSval=348723539 TSecr=97777409","","","5","71"
"240","36.129870","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4817 Win=3666 Len=0 TSval=97777409 TSecr=348723539","","","0","66"
"241","36.129886","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=4817 Ack=257 Win=501 Len=16 TSval=348723539 TSecr=97777409","","","16","82"
"242","36.129890","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=257 Ack=4833 Win=3666 Len=0 TSval=97777409 TSecr=348723539","","","0","66"
"243","37.146124","172.16.254.4","172.16.254.2","TCP","98","50700  >  30303 [PSH, ACK] Seq=257 Ack=4833 Win=3666 Len=32 TSval=97778426 TSecr=348723539","","","32","98"
"244","37.146146","172.16.254.4","172.16.254.2","TCP","67","50700  >  30303 [PSH, ACK] Seq=289 Ack=4833 Win=3666 Len=1 TSval=97778426 TSecr=348723539","","","1","67"
"245","37.146153","172.16.254.4","172.16.254.2","TCP","69","50700  >  30303 [PSH, ACK] Seq=290 Ack=4833 Win=3666 Len=3 TSval=97778426 TSecr=348723539","","","3","69"
"246","37.146161","172.16.254.4","172.16.254.2","TCP","78","50700  >  30303 [PSH, ACK] Seq=293 Ack=4833 Win=3666 Len=12 TSval=97778426 TSecr=348723539","","","12","78"
"247","37.146174","172.16.254.4","172.16.254.2","TCP","82","50700  >  30303 [PSH, ACK] Seq=305 Ack=4833 Win=3666 Len=16 TSval=97778426 TSecr=348723539","","","16","82"
"248","37.146252","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=4833 Ack=321 Win=501 Len=0 TSval=348724556 TSecr=97778426","","","0","66"
"249","37.146303","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=4833 Ack=321 Win=501 Len=32 TSval=348724556 TSecr=97778426","","","32","98"
"250","37.146308","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4865 Win=3666 Len=0 TSval=97778426 TSecr=348724556","","","0","66"
"251","37.146329","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=4865 Ack=321 Win=501 Len=1 TSval=348724556 TSecr=97778426","","","1","67"
"252","37.146330","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4866 Win=3666 Len=0 TSval=97778426 TSecr=348724556","","","0","66"
"253","37.146346","172.16.254.2","172.16.254.4","TCP","69","30303  >  50700 [PSH, ACK] Seq=4866 Ack=321 Win=501 Len=3 TSval=348724556 TSecr=97778426","","","3","69"
"254","37.146348","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4869 Win=3666 Len=0 TSval=97778426 TSecr=348724556","","","0","66"
"255","37.146356","172.16.254.2","172.16.254.4","TCP","78","30303  >  50700 [PSH, ACK] Seq=4869 Ack=321 Win=501 Len=12 TSval=348724556 TSecr=97778426","","","12","78"
"256","37.146358","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4881 Win=3666 Len=0 TSval=97778426 TSecr=348724556","","","0","66"
"257","37.146368","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=4881 Ack=321 Win=501 Len=16 TSval=348724556 TSecr=97778426","","","16","82"
"258","37.146370","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4897 Win=3666 Len=0 TSval=97778426 TSecr=348724556","","","0","66"
"259","37.147903","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=4897 Ack=321 Win=501 Len=32 TSval=348724558 TSecr=97778426","","","32","98"
"260","37.147906","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4929 Win=3666 Len=0 TSval=97778428 TSecr=348724558","","","0","66"
"261","37.147921","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=4929 Ack=321 Win=501 Len=1 TSval=348724558 TSecr=97778428","","","1","67"
"262","37.147923","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4930 Win=3666 Len=0 TSval=97778428 TSecr=348724558","","","0","66"
"263","37.147930","172.16.254.2","172.16.254.4","TCP","69","30303  >  50700 [PSH, ACK] Seq=4930 Ack=321 Win=501 Len=3 TSval=348724558 TSecr=97778428","","","3","69"
"264","37.147931","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4933 Win=3666 Len=0 TSval=97778428 TSecr=348724558","","","0","66"
"265","37.147938","172.16.254.2","172.16.254.4","TCP","78","30303  >  50700 [PSH, ACK] Seq=4933 Ack=321 Win=501 Len=12 TSval=348724558 TSecr=97778428","","","12","78"
"266","37.147939","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4945 Win=3666 Len=0 TSval=97778428 TSecr=348724558","","","0","66"
"267","37.147950","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=4945 Ack=321 Win=501 Len=16 TSval=348724558 TSecr=97778428","","","16","82"
"268","37.147952","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=321 Ack=4961 Win=3666 Len=0 TSval=97778428 TSecr=348724558","","","0","66"
"269","37.148009","172.16.254.4","172.16.254.2","TCP","98","50700  >  30303 [PSH, ACK] Seq=321 Ack=4961 Win=3666 Len=32 TSval=97778428 TSecr=348724558","","","32","98"
"270","37.148023","172.16.254.4","172.16.254.2","TCP","67","50700  >  30303 [PSH, ACK] Seq=353 Ack=4961 Win=3666 Len=1 TSval=97778428 TSecr=348724558","","","1","67"
"271","37.148029","172.16.254.4","172.16.254.2","TCP","69","50700  >  30303 [PSH, ACK] Seq=354 Ack=4961 Win=3666 Len=3 TSval=97778428 TSecr=348724558","","","3","69"
"272","37.148034","172.16.254.4","172.16.254.2","TCP","78","50700  >  30303 [PSH, ACK] Seq=357 Ack=4961 Win=3666 Len=12 TSval=97778428 TSecr=348724558","","","12","78"
"273","37.148043","172.16.254.4","172.16.254.2","TCP","82","50700  >  30303 [PSH, ACK] Seq=369 Ack=4961 Win=3666 Len=16 TSval=97778428 TSecr=348724558","","","16","82"
"274","37.148051","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=4961 Ack=369 Win=501 Len=0 TSval=348724558 TSecr=97778428","","","0","66"
"275","37.190357","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=4961 Ack=385 Win=501 Len=0 TSval=348724600 TSecr=97778428","","","0","66"
"276","38.017933","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=4961 Ack=385 Win=501 Len=32 TSval=348725428 TSecr=97778428","","","32","98"
"277","38.017971","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=4993 Ack=385 Win=501 Len=1 TSval=348725428 TSecr=97778428","","","1","67"
"278","38.017980","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=4994 Ack=385 Win=501 Len=298 TSval=348725428 TSecr=97778428","","","298","364"
"279","38.017989","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=5292 Ack=385 Win=501 Len=5 TSval=348725428 TSecr=97778428","","","5","71"
"280","38.018000","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=5297 Ack=385 Win=501 Len=16 TSval=348725428 TSecr=97778428","","","16","82"
"281","38.018056","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=385 Ack=5313 Win=3666 Len=0 TSval=97779298 TSecr=348725428","","","0","66"
"282","40.146622","02:42:ac:10:fe:04","02:42:c6:f9:e8:e7","ARP","42","Who has 172.16.254.1? Tell 172.16.254.4","","","","42"
"283","40.146655","02:42:c6:f9:e8:e7","02:42:ac:10:fe:04","ARP","42","172.16.254.1 is at 02:42:c6:f9:e8:e7","","","","42"
"284","42.388502","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=5313 Ack=385 Win=501 Len=32 TSval=348729798 TSecr=97779298","","","32","98"
"285","42.388536","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=5345 Ack=385 Win=501 Len=1 TSval=348729798 TSecr=97779298","","","1","67"
"286","42.388544","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=5346 Ack=385 Win=501 Len=298 TSval=348729798 TSecr=97779298","","","298","364"
"287","42.388554","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=5644 Ack=385 Win=501 Len=5 TSval=348729798 TSecr=97779298","","","5","71"
"288","42.388564","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=5649 Ack=385 Win=501 Len=16 TSval=348729798 TSecr=97779298","","","16","82"
"289","42.388711","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=385 Ack=5665 Win=3666 Len=0 TSval=97783669 TSecr=348729798","","","0","66"
"290","42.592995","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=5665 Ack=385 Win=501 Len=32 TSval=348730003 TSecr=97783669","","","32","98"
"291","42.593017","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=5697 Ack=385 Win=501 Len=1 TSval=348730003 TSecr=97783669","","","1","67"
"292","42.593025","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=5698 Ack=385 Win=501 Len=298 TSval=348730003 TSecr=97783669","","","298","364"
"293","42.593035","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=5996 Ack=385 Win=501 Len=5 TSval=348730003 TSecr=97783669","","","5","71"
"294","42.593044","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=6001 Ack=385 Win=501 Len=16 TSval=348730003 TSecr=97783669","","","16","82"
"295","42.593087","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=385 Ack=6017 Win=3666 Len=0 TSval=97783873 TSecr=348730003","","","0","66"
"296","43.097359","172.16.254.1","172.16.254.4","TCP","74","43624  >  8545 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=2834249095 TSecr=0 WS=128","","","0","74"
"297","43.097403","172.16.254.4","172.16.254.1","TCP","74","8545  >  43624 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1035325158 TSecr=2834249095 WS=128","","","0","74"
"298","43.097420","172.16.254.1","172.16.254.4","TCP","66","43624  >  8545 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2834249095 TSecr=1035325158","","","0","66"
"299","43.097670","172.16.254.1","172.16.254.4","HTTP/JSON","316","POST / HTTP/1.1 , JSON (application/json)","","","250","316"
"300","43.097680","172.16.254.4","172.16.254.1","TCP","66","8545  >  43624 [ACK] Seq=1 Ack=251 Win=65024 Len=0 TSval=1035325159 TSecr=2834249096","","","0","66"
"301","44.786800","172.16.254.4","172.16.254.1","HTTP/JSON","267","HTTP/1.1 200 OK , JSON (application/json)","","","201","267"
"302","44.786874","172.16.254.1","172.16.254.4","TCP","66","43624  >  8545 [ACK] Seq=251 Ack=202 Win=65408 Len=0 TSval=2834250785 TSecr=1035326848","","","0","66"
