"No.","Time","Source","Destination","Protocol","Length","Info","Channel","Signal Strength","TCP Payload Size","Packet Size"
"303","44.787987","172.16.254.1","172.16.254.4","TCP","66","43624  >  8545 [FIN, ACK] Seq=251 Ack=202 Win=65536 Len=0 TSval=2834250786 TSecr=1035326848","","","0","66"
"304","44.788054","172.16.254.4","172.16.254.1","TCP","66","8545  >  43624 [FIN, ACK] Seq=202 Ack=252 Win=65024 Len=0 TSval=1035326849 TSecr=2834250786","","","0","66"
"305","44.788086","172.16.254.1","172.16.254.4","TCP","66","43624  >  8545 [ACK] Seq=252 Ack=203 Win=65536 Len=0 TSval=2834250786 TSecr=1035326849","","","0","66"
"306","49.960678","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=6017 Ack=385 Win=501 Len=32 TSval=348737371 TSecr=97783873","","","32","98"
"307","49.960710","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=6049 Ack=385 Win=501 Len=1 TSval=348737371 TSecr=97783873","","","1","67"
"308","49.960722","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=6050 Ack=385 Win=501 Len=298 TSval=348737371 TSecr=97783873","","","298","364"
"309","49.960732","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=6348 Ack=385 Win=501 Len=5 TSval=348737371 TSecr=97783873","","","5","71"
"310","49.960741","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=6353 Ack=385 Win=501 Len=16 TSval=348737371 TSecr=97783873","","","16","82"
"311","49.960765","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=385 Ack=6369 Win=3666 Len=0 TSval=97791241 TSecr=348737371","","","0","66"
"312","52.149006","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=6369 Ack=385 Win=501 Len=32 TSval=348739559 TSecr=97791241","","","32","98"
"313","52.149036","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=6401 Ack=385 Win=501 Len=1 TSval=348739559 TSecr=97791241","","","1","67"
"314","52.149043","172.16.254.2","172.16.254.4","TCP","69","30303  >  50700 [PSH, ACK] Seq=6402 Ack=385 Win=501 Len=3 TSval=348739559 TSecr=97791241","","","3","69"
"315","52.149049","172.16.254.2","172.16.254.4","TCP","78","30303  >  50700 [PSH, ACK] Seq=6405 Ack=385 Win=501 Len=12 TSval=348739559 TSecr=97791241","","","12","78"
"316","52.149153","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=385 Ack=6417 Win=3666 Len=0 TSval=97793429 TSecr=348739559","","","0","66"
"317","52.149199","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=6417 Ack=385 Win=501 Len=16 TSval=348739559 TSecr=97793429","","","16","82"
"318","52.149256","172.16.254.4","172.16.254.2","TCP","98","50700  >  30303 [PSH, ACK] Seq=385 Ack=6433 Win=3666 Len=32 TSval=97793429 TSecr=348739559","","","32","98"
"319","52.149274","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6433 Ack=417 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"320","52.149293","172.16.254.4","172.16.254.2","TCP","67","50700  >  30303 [PSH, ACK] Seq=417 Ack=6433 Win=3666 Len=1 TSval=97793429 TSecr=348739559","","","1","67"
"321","52.149301","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6433 Ack=418 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"322","52.149306","172.16.254.4","172.16.254.2","TCP","69","50700  >  30303 [PSH, ACK] Seq=418 Ack=6433 Win=3666 Len=3 TSval=97793429 TSecr=348739559","","","3","69"
"323","52.149311","172.16.254.4","172.16.254.2","TCP","78","50700  >  30303 [PSH, ACK] Seq=421 Ack=6433 Win=3666 Len=12 TSval=97793429 TSecr=348739559","","","12","78"
"324","52.149317","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6433 Ack=421 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"325","52.149323","172.16.254.4","172.16.254.2","TCP","82","50700  >  30303 [PSH, ACK] Seq=433 Ack=6433 Win=3666 Len=16 TSval=97793429 TSecr=348739559","","","16","82"
"326","52.149323","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6433 Ack=433 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"327","52.149328","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6433 Ack=449 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"328","52.149381","172.16.254.4","172.16.254.2","TCP","98","50700  >  30303 [PSH, ACK] Seq=449 Ack=6433 Win=3666 Len=32 TSval=97793429 TSecr=348739559","","","32","98"
"329","52.149389","172.16.254.4","172.16.254.2","TCP","67","50700  >  30303 [PSH, ACK] Seq=481 Ack=6433 Win=3666 Len=1 TSval=97793429 TSecr=348739559","","","1","67"
"330","52.149390","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=6433 Ack=449 Win=501 Len=32 TSval=348739559 TSecr=97793429","","","32","98"
"331","52.149396","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6465 Ack=481 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"332","52.149399","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6465 Ack=482 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"333","52.149402","172.16.254.4","172.16.254.2","TCP","69","50700  >  30303 [PSH, ACK] Seq=482 Ack=6465 Win=3666 Len=3 TSval=97793429 TSecr=348739559","","","3","69"
"334","52.149407","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=6465 Ack=482 Win=501 Len=1 TSval=348739559 TSecr=97793429","","","1","67"
"335","52.149408","172.16.254.4","172.16.254.2","TCP","78","50700  >  30303 [PSH, ACK] Seq=485 Ack=6465 Win=3666 Len=12 TSval=97793429 TSecr=348739559","","","12","78"
"336","52.149411","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6466 Ack=485 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"337","52.149415","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6466 Ack=497 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"338","52.149416","172.16.254.4","172.16.254.2","TCP","82","50700  >  30303 [PSH, ACK] Seq=497 Ack=6466 Win=3666 Len=16 TSval=97793429 TSecr=348739559","","","16","82"
"339","52.149423","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=6466 Ack=513 Win=501 Len=0 TSval=348739559 TSecr=97793429","","","0","66"
"340","52.149425","172.16.254.2","172.16.254.4","TCP","69","30303  >  50700 [PSH, ACK] Seq=6466 Ack=513 Win=501 Len=3 TSval=348739559 TSecr=97793429","","","3","69"
"341","52.149436","172.16.254.2","172.16.254.4","TCP","78","30303  >  50700 [PSH, ACK] Seq=6469 Ack=513 Win=501 Len=12 TSval=348739559 TSecr=97793429","","","12","78"
"342","52.149458","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=6481 Ack=513 Win=501 Len=16 TSval=348739559 TSecr=97793429","","","16","82"
"343","52.149470","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=513 Ack=6497 Win=3666 Len=0 TSval=97793429 TSecr=348739559","","","0","66"
"344","53.700599","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=6497 Ack=513 Win=501 Len=32 TSval=348741110 TSecr=97793429","","","32","98"
"345","53.700653","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=6529 Ack=513 Win=501 Len=1 TSval=348741111 TSecr=97793429","","","1","67"
"346","53.700666","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=6530 Ack=513 Win=501 Len=298 TSval=348741111 TSecr=97793429","","","298","364"
"347","53.700687","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=6828 Ack=513 Win=501 Len=5 TSval=348741111 TSecr=97793429","","","5","71"
"348","53.700706","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=6833 Ack=513 Win=501 Len=16 TSval=348741111 TSecr=97793429","","","16","82"
"349","53.701054","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=513 Ack=6849 Win=3666 Len=0 TSval=97794981 TSecr=348741110","","","0","66"
"350","54.448847","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=6849 Ack=513 Win=501 Len=32 TSval=348741859 TSecr=97794981","","","32","98"
"351","54.448874","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=6881 Ack=513 Win=501 Len=1 TSval=348741859 TSecr=97794981","","","1","67"
"352","54.448883","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=6882 Ack=513 Win=501 Len=298 TSval=348741859 TSecr=97794981","","","298","364"
"353","54.448895","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=7180 Ack=513 Win=501 Len=5 TSval=348741859 TSecr=97794981","","","5","71"
"354","54.448908","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=7185 Ack=513 Win=501 Len=16 TSval=348741859 TSecr=97794981","","","16","82"
"355","54.448975","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=513 Ack=7201 Win=3666 Len=0 TSval=97795729 TSecr=348741859","","","0","66"
"356","61.460359","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=7201 Ack=513 Win=501 Len=32 TSval=348748870 TSecr=97795729","","","32","98"
"357","61.460387","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=7233 Ack=513 Win=501 Len=1 TSval=348748870 TSecr=97795729","","","1","67"
"358","61.460395","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=7234 Ack=513 Win=501 Len=298 TSval=348748870 TSecr=97795729","","","298","364"
"359","61.460405","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=7532 Ack=513 Win=501 Len=5 TSval=348748870 TSecr=97795729","","","5","71"
"360","61.460413","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=7537 Ack=513 Win=501 Len=16 TSval=348748870 TSecr=97795729","","","16","82"
"361","61.460490","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=513 Ack=7553 Win=3666 Len=0 TSval=97802740 TSecr=348748870","","","0","66"
"362","66.049711","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=7553 Ack=513 Win=501 Len=32 TSval=348753460 TSecr=97802740","","","32","98"
"363","66.049739","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=7585 Ack=513 Win=501 Len=1 TSval=348753460 TSecr=97802740","","","1","67"
"364","66.049747","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=7586 Ack=513 Win=501 Len=298 TSval=348753460 TSecr=97802740","","","298","364"
"365","66.049757","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=7884 Ack=513 Win=501 Len=5 TSval=348753460 TSecr=97802740","","","5","71"
"366","66.049769","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=7889 Ack=513 Win=501 Len=16 TSval=348753460 TSecr=97802740","","","16","82"
"367","66.049886","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=513 Ack=7905 Win=3666 Len=0 TSval=97807330 TSecr=348753460","","","0","66"
"368","66.840719","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=7905 Ack=513 Win=501 Len=32 TSval=348754251 TSecr=97807330","","","32","98"
"369","66.840741","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=7937 Ack=513 Win=501 Len=1 TSval=348754251 TSecr=97807330","","","1","67"
"370","66.840748","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=7938 Ack=513 Win=501 Len=298 TSval=348754251 TSecr=97807330","","","298","364"
"371","66.840757","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=8236 Ack=513 Win=501 Len=5 TSval=348754251 TSecr=97807330","","","5","71"
"372","66.840765","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=8241 Ack=513 Win=501 Len=16 TSval=348754251 TSecr=97807330","","","16","82"
"373","66.840810","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=513 Ack=8257 Win=3666 Len=0 TSval=97808121 TSecr=348754251","","","0","66"
"374","67.152195","172.16.254.4","172.16.254.2","TCP","98","50700  >  30303 [PSH, ACK] Seq=513 Ack=8257 Win=3666 Len=32 TSval=97808433 TSecr=348754251","","","32","98"
"375","67.152212","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8257 Ack=545 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"376","67.152224","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=8257 Ack=545 Win=501 Len=32 TSval=348754563 TSecr=97808433","","","32","98"
"377","67.152226","172.16.254.4","172.16.254.2","TCP","67","50700  >  30303 [PSH, ACK] Seq=545 Ack=8257 Win=3666 Len=1 TSval=97808433 TSecr=348754563","","","1","67"
"378","67.152236","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8289 Ack=546 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"379","67.152240","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=8289 Ack=546 Win=501 Len=1 TSval=348754563 TSecr=97808433","","","1","67"
"380","67.152244","172.16.254.4","172.16.254.2","TCP","69","50700  >  30303 [PSH, ACK] Seq=546 Ack=8290 Win=3666 Len=3 TSval=97808433 TSecr=348754563","","","3","69"
"381","67.152248","172.16.254.2","172.16.254.4","TCP","69","30303  >  50700 [PSH, ACK] Seq=8290 Ack=546 Win=501 Len=3 TSval=348754563 TSecr=97808433","","","3","69"
"382","67.152251","172.16.254.4","172.16.254.2","TCP","78","50700  >  30303 [PSH, ACK] Seq=549 Ack=8293 Win=3666 Len=12 TSval=97808433 TSecr=348754563","","","12","78"
"383","67.152257","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8293 Ack=549 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"384","67.152262","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8293 Ack=561 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"385","67.152265","172.16.254.4","172.16.254.2","TCP","82","50700  >  30303 [PSH, ACK] Seq=561 Ack=8293 Win=3666 Len=16 TSval=97808433 TSecr=348754563","","","16","82"
"386","67.152268","172.16.254.2","172.16.254.4","TCP","78","30303  >  50700 [PSH, ACK] Seq=8293 Ack=561 Win=501 Len=12 TSval=348754563 TSecr=97808433","","","12","78"
"387","67.152272","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8305 Ack=577 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"388","67.152293","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=8305 Ack=577 Win=501 Len=16 TSval=348754563 TSecr=97808433","","","16","82"
"389","67.152356","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=577 Ack=8321 Win=3666 Len=0 TSval=97808433 TSecr=348754563","","","0","66"
"390","67.152419","172.16.254.4","172.16.254.2","TCP","98","50700  >  30303 [PSH, ACK] Seq=577 Ack=8321 Win=3666 Len=32 TSval=97808433 TSecr=348754563","","","32","98"
"391","67.152434","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8321 Ack=609 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"392","67.152442","172.16.254.4","172.16.254.2","TCP","67","50700  >  30303 [PSH, ACK] Seq=609 Ack=8321 Win=3666 Len=1 TSval=97808433 TSecr=348754563","","","1","67"
"393","67.152446","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8321 Ack=610 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"394","67.152450","172.16.254.4","172.16.254.2","TCP","69","50700  >  30303 [PSH, ACK] Seq=610 Ack=8321 Win=3666 Len=3 TSval=97808433 TSecr=348754563","","","3","69"
"395","67.152457","172.16.254.4","172.16.254.2","TCP","78","50700  >  30303 [PSH, ACK] Seq=613 Ack=8321 Win=3666 Len=12 TSval=97808433 TSecr=348754563","","","12","78"
"396","67.152466","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=8321 Ack=610 Win=501 Len=32 TSval=348754563 TSecr=97808433","","","32","98"
"397","67.152479","172.16.254.4","172.16.254.2","TCP","82","50700  >  30303 [PSH, ACK] Seq=625 Ack=8353 Win=3666 Len=16 TSval=97808433 TSecr=348754563","","","16","82"
"398","67.152483","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8353 Ack=613 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"399","67.152487","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8353 Ack=625 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"400","67.152491","172.16.254.2","172.16.254.4","TCP","66","30303  >  50700 [ACK] Seq=8353 Ack=641 Win=501 Len=0 TSval=348754563 TSecr=97808433","","","0","66"
"401","67.152499","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=8353 Ack=641 Win=501 Len=1 TSval=348754563 TSecr=97808433","","","1","67"
"402","67.152504","172.16.254.2","172.16.254.4","TCP","69","30303  >  50700 [PSH, ACK] Seq=8354 Ack=641 Win=501 Len=3 TSval=348754563 TSecr=97808433","","","3","69"
"403","67.152509","172.16.254.2","172.16.254.4","TCP","78","30303  >  50700 [PSH, ACK] Seq=8357 Ack=641 Win=501 Len=12 TSval=348754563 TSecr=97808433","","","12","78"
"404","67.152518","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=8369 Ack=641 Win=501 Len=16 TSval=348754563 TSecr=97808433","","","16","82"
"405","67.152549","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=641 Ack=8385 Win=3666 Len=0 TSval=97808433 TSecr=348754563","","","0","66"
"406","69.270162","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=8385 Ack=641 Win=501 Len=32 TSval=348756681 TSecr=97808433","","","32","98"
"407","69.270189","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=8417 Ack=641 Win=501 Len=1 TSval=348756681 TSecr=97808433","","","1","67"
"408","69.270197","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=8418 Ack=641 Win=501 Len=298 TSval=348756681 TSecr=97808433","","","298","364"
"409","69.270205","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=8716 Ack=641 Win=501 Len=5 TSval=348756681 TSecr=97808433","","","5","71"
"410","69.270221","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=8721 Ack=641 Win=501 Len=16 TSval=348756681 TSecr=97808433","","","16","82"
"411","69.270268","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=641 Ack=8737 Win=3666 Len=0 TSval=97810551 TSecr=348756681","","","0","66"
"412","69.486587","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=8737 Ack=641 Win=501 Len=32 TSval=348756897 TSecr=97810551","","","32","98"
"413","69.486622","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=8769 Ack=641 Win=501 Len=1 TSval=348756897 TSecr=97810551","","","1","67"
"414","69.486633","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=8770 Ack=641 Win=501 Len=298 TSval=348756897 TSecr=97810551","","","298","364"
"415","69.486648","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=9068 Ack=641 Win=501 Len=5 TSval=348756897 TSecr=97810551","","","5","71"
"416","69.486660","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=9073 Ack=641 Win=501 Len=16 TSval=348756897 TSecr=97810551","","","16","82"
"417","69.486683","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=641 Ack=9089 Win=3666 Len=0 TSval=97810767 TSecr=348756897","","","0","66"
"418","72.881234","172.16.254.1","172.16.254.4","TCP","74","56340  >  8545 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=2834278880 TSecr=0 WS=128","","","0","74"
"419","72.881308","172.16.254.4","172.16.254.1","TCP","74","8545  >  56340 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1035354943 TSecr=2834278880 WS=128","","","0","74"
"420","72.881338","172.16.254.1","172.16.254.4","TCP","66","56340  >  8545 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2834278880 TSecr=1035354943","","","0","66"
"421","72.881527","172.16.254.1","172.16.254.4","HTTP/JSON","373","POST / HTTP/1.1 , JSON (application/json)","","","307","373"
"422","72.881536","172.16.254.4","172.16.254.1","TCP","66","8545  >  56340 [ACK] Seq=1 Ack=308 Win=64896 Len=0 TSval=1035354943 TSecr=2834278880","","","0","66"
"423","73.743228","172.16.254.4","172.16.254.1","HTTP/JSON","227","HTTP/1.1 200 OK , JSON (application/json)","","","161","227"
"424","73.743297","172.16.254.1","172.16.254.4","TCP","66","56340  >  8545 [ACK] Seq=308 Ack=162 Win=65408 Len=0 TSval=2834279742 TSecr=1035355805","","","0","66"
"425","73.745018","172.16.254.1","172.16.254.4","TCP","66","56340  >  8545 [FIN, ACK] Seq=308 Ack=162 Win=65536 Len=0 TSval=2834279743 TSecr=1035355805","","","0","66"
"426","73.745713","172.16.254.4","172.16.254.1","TCP","66","8545  >  56340 [FIN, ACK] Seq=162 Ack=309 Win=64896 Len=0 TSval=1035355807 TSecr=2834279743","","","0","66"
"427","73.745748","172.16.254.1","172.16.254.4","TCP","66","56340  >  8545 [ACK] Seq=309 Ack=163 Win=65536 Len=0 TSval=2834279744 TSecr=1035355807","","","0","66"
"428","74.122380","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=9089 Ack=641 Win=501 Len=32 TSval=348761533 TSecr=97810767","","","32","98"
"429","74.122408","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=9121 Ack=641 Win=501 Len=1 TSval=348761533 TSecr=97810767","","","1","67"
"430","74.122426","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=9122 Ack=641 Win=501 Len=298 TSval=348761533 TSecr=97810767","","","298","364"
"431","74.122444","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=9420 Ack=641 Win=501 Len=5 TSval=348761533 TSecr=97810767","","","5","71"
"432","74.122455","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=9425 Ack=641 Win=501 Len=16 TSval=348761533 TSecr=97810767","","","16","82"
"433","74.122474","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=641 Ack=9441 Win=3666 Len=0 TSval=97815403 TSecr=348761533","","","0","66"
"434","78.936221","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=9441 Ack=641 Win=501 Len=32 TSval=348766347 TSecr=97815403","","","32","98"
"435","78.936250","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=9473 Ack=641 Win=501 Len=1 TSval=348766347 TSecr=97815403","","","1","67"
"436","78.936257","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=9474 Ack=641 Win=501 Len=298 TSval=348766347 TSecr=97815403","","","298","364"
"437","78.936267","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=9772 Ack=641 Win=501 Len=5 TSval=348766347 TSecr=97815403","","","5","71"
"438","78.936276","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=9777 Ack=641 Win=501 Len=16 TSval=348766347 TSecr=97815403","","","16","82"
"439","78.936340","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=641 Ack=9793 Win=3666 Len=0 TSval=97820217 TSecr=348766347","","","0","66"
"440","79.238185","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=9793 Ack=641 Win=501 Len=32 TSval=348766649 TSecr=97820217","","","32","98"
"441","79.238212","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=9825 Ack=641 Win=501 Len=1 TSval=348766649 TSecr=97820217","","","1","67"
"442","79.238219","172.16.254.2","172.16.254.4","TCP","364","30303  >  50700 [PSH, ACK] Seq=9826 Ack=641 Win=501 Len=298 TSval=348766649 TSecr=97820217","","","298","364"
"443","79.238228","172.16.254.2","172.16.254.4","TCP","71","30303  >  50700 [PSH, ACK] Seq=10124 Ack=641 Win=501 Len=5 TSval=348766649 TSecr=97820217","","","5","71"
"444","79.238236","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=10129 Ack=641 Win=501 Len=16 TSval=348766649 TSecr=97820217","","","16","82"
"445","79.238312","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=641 Ack=10145 Win=3666 Len=0 TSval=97820519 TSecr=348766649","","","0","66"
"446","82.152608","172.16.254.2","172.16.254.4","TCP","98","30303  >  50700 [PSH, ACK] Seq=10145 Ack=641 Win=501 Len=32 TSval=348769563 TSecr=97820519","","","32","98"
"447","82.152631","172.16.254.2","172.16.254.4","TCP","67","30303  >  50700 [PSH, ACK] Seq=10177 Ack=641 Win=501 Len=1 TSval=348769563 TSecr=97820519","","","1","67"
"448","82.152639","172.16.254.2","172.16.254.4","TCP","69","30303  >  50700 [PSH, ACK] Seq=10178 Ack=641 Win=501 Len=3 TSval=348769563 TSecr=97820519","","","3","69"
"449","82.152645","172.16.254.2","172.16.254.4","TCP","78","30303  >  50700 [PSH, ACK] Seq=10181 Ack=641 Win=501 Len=12 TSval=348769563 TSecr=97820519","","","12","78"
"450","82.152687","172.16.254.2","172.16.254.4","TCP","82","30303  >  50700 [PSH, ACK] Seq=10193 Ack=641 Win=501 Len=16 TSval=348769563 TSecr=97820519","","","16","82"
"451","82.152832","172.16.254.4","172.16.254.2","TCP","66","50700  >  30303 [ACK] Seq=641 Ack=10209 Win=3666 Len=0 TSval=97823433 TSecr=348769563","","","0","66"
